RU	EN	LEN	ROW	TIME
	Yeah.	05	2370	02:34:04c
	But I'm fine.	13	2371	02:34:05a
	You know, my wife's fine.	25	2372	02:34:07a
	We're just a little shook up, is all.	37	2373	02:34:10a
	My God, that's terrifying.	26	2374	02:34:10b
	Yeah.	05	2375	02:34:14a
	Jay, honey, is everything all right?	36	2376	02:34:17a
	Everything's okay now, honey.	29	2377	02:34:19a
	But some hippies broke into the house next door.	48	2378	02:34:22a
	My God.	07	2379	02:34:24a
	That's terrifying.	18	2380	02:34:26a
	Is everybody okay?	18	2381	02:34:27a
	I'm talking to your next-door neighbor about it right now.	58	2382	02:34:31a
	Rick Dalton?	12	2383	02:34:34a
	Yeah, that's me.	16	2384	02:34:34b
	Heh.	04	2385	02:34:37a
	Well, hello, neighbor.	22	2386	02:34:40a
	Is everybody okay?	18	2387	02:34:42a
	Yes, Sharon, everybody's fine.	30	2388	02:34:45a
	Are you okay?	13	2389	02:34:49a
	Well, yes, I am.	16	2390	02:34:49b
	Thank you for asking that.	26	2391	02:34:52a
	Rick, would you like to come up to the house for a drink and meet my other friends?	83	2392	02:35:03a
	Yeah, sure.	11	2393	02:35:03b
	Thank you.	10	2394	02:35:06a
	Hooray.	07	2395	02:35:06b
	Great.	06	2396	02:35:06c
	I'll buzz you up.	17	2397	02:35:20a
	Come on.	08	2398	02:35:25a
	Hey, nice to meet you, huh?	27	2399	02:35:25b
	Yeah.	05	2400	02:35:27a
	Jay Sebring.	12	2401	02:35:27b
	Hey, pleasure.	14	2402	02:35:29a
	Yeah.	05	2403	02:35:29b
	Pleasure, Jay.	14	2404	02:35:30a
	Pleasure's all mine.	20	2405	02:35:31a
	Sounds like you had a hell of a night.	38	2406	02:38:52a
	Hi.	03	2407	02:38:52b
	This is Rick Dalton,	20	2408	02:39:00a
	better known as bounty hunter Jake Cahill,	42	2409	02:39:00b
	speaking on behalf of Red Apple cigarettes.	43	2410	02:39:00c
	Now, I smoke Red Apples.	24	2411	02:39:00d
	Been smoking them for years.	28	2412	02:39:03a
	But since the Red Apple tobacco company's been around since 1862,	65	2413	02:39:12a
	you'll see Jake Cahill smoke Red Apple too.	43	2414	02:39:12b
	Now, back in Jake's day,	24	2415	02:39:17a
	Red Apple came in a pouch,	26	2416	02:39:17b
	and he had to roll his own.	27	2417	02:39:17c
	But today, Red Apple comes factory-rolled.	42	2418	02:39:20a
	For the best drag with the best tobacco flavor,	47	2419	02:39:35a
	with less burn on your throat than any other non-filtered cigarette.	68	2420	02:39:35b
	Mm.	03	2421	02:39:38a
	Now, that's the way a cigarette should taste.	45	2422	02:39:40a
	Hm.	03	2423	02:39:41a
	Better drag, more flavor, less throat burn.	43	2424	02:39:48a
	That's the Red Apple way.	25	2425	02:39:51a
	So look for this life-size standee of me,	41	2426	02:39:58a
	Jake Cahill, wherever fine Red Apple tobacco products are sold.	63	2427	02:39:58b
	Take a bite and feel all right.	31	2428	02:40:02a
	Take a bite of a Red Apple.	27	2429	02:40:05a
	Tell them Jake sent you.	24	2430	02:40:10a
	And cut.	08	2431	02:40:11a
	This cigarette tastes like fucking shit.	40	2432	02:40:13a
	And, by the way, who chose this photo?	38	2433	02:40:15a
	I have a double chin.	21	2434	02:40:15b
	All right?	10	2435	02:40:16a
	Nobody notices that crap?	25	2436	02:40:16b
